episode,sum_reward,loss,param_change,T
1,-19.402360428153912,0,0,254.34089506098252
2,-58.51915243264549,3.2839887142181396,0.08581245036839391,272.2028589301832
3,-50.51807309241994,578.5966186523438,0.005851491070643533,278.71964408124666
4,-52.96367725926075,50.6869010925293,0.013065564474345592,325.45452170161326
5,-44.18094309727709,135.85592651367188,0.014001662985265284,302.9186444776223
6,-36.48518357229728,318.1580505371094,0.003058769057020072,268.2618165877757
7,-34.89903219119895,198.79901123046875,0.00013481946418636426,252.02768103183823
8,-49.09388765399368,63.84897232055664,3.823308856176766e-05,258.83497861177375
9,-45.14608687062188,9.60244369506836,1.361960626333758e-06,327.7596030574455
10,-45.672366438179395,83.46580505371094,5.27990564669345e-06,302.1141505651515
11,-45.71571871110126,126.30831146240234,4.550243667411635e-06,292.3891207763858
12,-71.00160351178107,110.6932601928711,1.2792048206811124e-06,340.3894478674621
13,-45.609606648809724,55.506954193115234,3.263559899321228e-08,294.48250640777536
14,-51.70662191237459,19.160358428955078,8.242918128620325e-08,349.0634908616666
15,-65.42982844094799,14.602706909179688,9.128869031538311e-07,264.5693163979303
16,-52.739275429145245,36.383941650390625,2.3760887249424378e-07,285.3422291491629
17,-50.59688383837155,49.34768295288086,1.6941407144765303e-08,301.5600449955622
18,-56.2250876956094,52.66916275024414,6.636182858787976e-07,279.15015979312847
19,-50.30093566594373,40.28324890136719,3.957559296767499e-08,301.1488759731397
20,-63.06509295122614,20.35703468322754,4.4600445352552254e-08,269.5347794585324
21,-58.92429977226854,9.403800964355469,5.3146894394076605e-08,349.64911008017395
22,-45.77718675662522,21.104524612426758,2.3353708098437787e-08,291.07025592847356
23,-38.480884116501464,27.013561248779297,1.3977760561154073e-07,164.96925937183642
24,-59.26486982477991,29.91451644897461,3.50861190752047e-08,273.4146586872155
25,-70.10028641176574,26.730854034423828,7.077596007702691e-08,371.9459027888925
26,-60.44828864169554,26.042747497558594,9.020408792137502e-08,309.8344079592251
27,-71.35541519241,16.17619514465332,8.376706610649376e-08,315.4362605237156
28,-66.59354226981901,18.125396728515625,5.722778053524058e-08,299.0350711373762
29,-71.90269080912103,25.726970672607422,1.2400623370170671e-08,317.5005900757297
30,-46.3585743038097,25.218402862548828,8.182764939246301e-08,311.699119990688
31,-65.66441863096779,26.62393569946289,1.0743243835098504e-06,266.5708572680396
32,-50.809399158622554,16.978153228759766,7.145088877502648e-08,293.71670153986963
33,-73.78852846707349,15.302574157714844,5.630472836581912e-07,290.3291400235149
34,-68.20918313476429,16.098939895629883,1.3418971630055343e-08,289.2671225204502
35,-60.56530189679436,17.75606346130371,4.36137520230806e-08,266.5787769660516
36,-58.03386277298219,18.430715560913086,8.723511674959758e-09,236.603358701994
37,-66.23134197016583,15.975031852722168,2.0181419110518184e-08,239.60231602534947
